Name,Fruit 1,Fruit 2,Fruit 3,Fruit 4,Total Fruits Bought,Date,Day,Purchase ID
Pauline,Banana,Banana,Strawberry,Papaya,13,2000-10-02,Mon,2022
Pauline,Orange,Tangerine,Pineapple,Tangerine,20,2000-10-02,Mon,2023
Juliet,Pineapple,Apple,Tangerine,Orange,8,2000-10-02,Mon,2024
Philip,Pineapple,Papaya,Strawberry,Pawpaw,10,2000-10-02,Mon,2025
Pauline,Pineapple,Pineapple,Strawberry,Tangerine,20,2000-10-02,Mon,2026
Esther,Papaya,Strawberry,Strawberry,Orange,4,2000-10-02,Mon,2027
Pauline,Watermelon,Strawberry,Strawberry,Pawpaw,13,2000-10-02,Mon,2028
Philip,Orange,Apple,Strawberry,Apple,5,2000-10-02,Mon,2029
Pauline,Orange,Pineapple,Strawberry,Tangerine,4,2000-10-02,Mon,2030
Ralph,Watermelon,Tangerine,Strawberry,Orange,8,2000-10-02,Mon,2031
Jerry,Watermelon,Apple,Orange,Apple,4,2000-10-02,Mon,2032
Jerry,Watermelon,Apple,Orange,Tangerine,9,2000-10-02,Mon,2033
Ralph,Papaya,Pineapple,Orange,Orange,8,2000-10-02,Mon,2034
Philip,Watermelon,Orange,Pineapple,Pineapple,5,2000-10-02,Mon,2035
Esther,Pineapple,Tangerine,Orange,Pineapple,11,2000-10-02,Mon,2036
Jamie,Apple,Banana,Tangerine,Tangerine,5,2000-10-02,Mon,2037
Sam,Banana,Tangerine,Strawberry,Pawpaw,5,2000-10-02,Mon,2038
Philip,Orange,Tangerine,Tangerine,Apple,8,2000-10-02,Mon,2039
Juliet,Orange,Banana,Pineapple,Pawpaw,11,2000-10-02,Mon,2040
Philip,Pineapple,Banana,Orange,Papaya,11,2000-10-02,Mon,2041
Sam,Orange,Apple,Strawberry,Papaya,13,2000-10-02,Mon,2042
Sam,Orange,Pineapple,Orange,Tangerine,11,2000-10-02,Mon,2043
Hauwa,Banana,Banana,Orange,Guava,10,2000-10-02,Mon,2044
Jerry,Orange,Apple,Tangerine,Apple,20,2000-10-02,Mon,2045
Jerry,Papaya,Banana,Pineapple,Orange,20,2000-10-02,Mon,2046
Jerry,Apple,Strawberry,Pineapple,Tangerine,5,2000-10-02,Mon,2047
Hauwa,Orange,Apple,Tangerine,Tangerine,11,2000-10-02,Mon,2048
Sam,Banana,Orange,Strawberry,Papaya,13,2000-10-02,Mon,2049
Sam,Pineapple,Pineapple,Pineapple,Guava,5,2000-10-02,Mon,2050
Philip,Banana,Apple,Orange,Pawpaw,9,2000-10-02,Mon,2051
Pauline,Watermelon,Apple,Strawberry,Pineapple,8,2000-10-02,Mon,2052
Ralph,Apple,Papaya,Orange,Pawpaw,9,2000-10-02,Mon,2053
Hauwa,Watermelon,Apple,Strawberry,Orange,8,2000-10-02,Mon,2054
Jerry,Apple,Apple,Orange,Papaya,9,2000-10-02,Mon,2055
Esther,Pineapple,Apple,Tangerine,Tangerine,5,2000-10-02,Mon,2056
Sam,Orange,Tangerine,Orange,Pineapple,20,2000-10-02,Mon,2057
Philip,Banana,Tangerine,Pineapple,Pawpaw,20,2000-10-02,Mon,2058
Juliet,Orange,Apple,Pineapple,Pineapple,21,2000-10-02,Mon,2059
Juliet,Apple,Papaya,Orange,Pawpaw,9,2000-10-02,Mon,2060
Juliet,Apple,Apple,Pineapple,Pineapple,8,2000-10-02,Mon,2061
Jamie,Orange,Orange,Strawberry,Pineapple,11,2000-10-02,Mon,2062
Jamie,Watermelon,Apple,Strawberry,Papaya,5,2000-10-02,Mon,2063
Hauwa,Orange,Apple,Orange,Papaya,13,2000-10-02,Mon,2064
Juliet,Papaya,Tangerine,Orange,Papaya,9,2000-10-02,Mon,2065
Juliet,Apple,Apple,Orange,Tangerine,8,2000-10-02,Mon,2066
Juliet,Banana,Orange,Strawberry,Guava,20,2000-10-02,Mon,2067
Hauwa,Apple,Pineapple,Orange,Pawpaw,5,2000-10-02,Mon,2068
Juliet,Watermelon,Apple,Tangerine,Papaya,8,2000-10-03,Tue,2069
Esther,Orange,Orange,Tangerine,Pineapple,10,2000-10-03,Tue,2070
Juliet,Apple,Papaya,Strawberry,Pawpaw,4,2000-10-03,Tue,2071
Jerry,Orange,Tangerine,Pineapple,Pawpaw,5,2000-10-03,Tue,2072
Philip,Apple,Pineapple,Orange,Guava,10,2000-10-03,Tue,2073
Philip,Papaya,Pineapple,Tangerine,Orange,10,2000-10-03,Tue,2074
Juliet,Orange,Apple,Orange,Apple,10,2000-10-03,Tue,2075
Philip,Orange,Apple,Strawberry,Papaya,11,2000-10-03,Tue,2076
Hauwa,Orange,Tangerine,Tangerine,Papaya,9,2000-10-03,Tue,2077
Sam,Apple,Orange,Orange,Papaya,8,2000-10-03,Tue,2078
Jerry,Apple,Banana,Strawberry,Papaya,20,2000-10-03,Tue,2079
Ralph,Watermelon,Apple,Orange,Guava,8,2000-10-03,Tue,2080
Sam,Pineapple,Banana,Orange,Pineapple,5,2000-10-03,Tue,2081
Juliet,Orange,Orange,Pineapple,Papaya,4,2000-10-03,Tue,2082
Esther,Orange,Strawberry,Tangerine,Apple,10,2000-10-03,Tue,2083
Sam,Banana,Pineapple,Tangerine,Pawpaw,4,2000-10-03,Tue,2084
Jerry,Pineapple,Apple,Orange,Papaya,20,2000-10-03,Tue,2085
Philip,Banana,Tangerine,Tangerine,Apple,9,2000-10-03,Tue,2086
Esther,Orange,Banana,Strawberry,Tangerine,13,2000-10-03,Tue,2087
Philip,Apple,Banana,Pineapple,Guava,7,2000-10-03,Tue,2088
Philip,Orange,Apple,Orange,Guava,17,2000-10-03,Tue,2089
Hauwa,Watermelon,Apple,Strawberry,Pineapple,21,2000-10-03,Tue,2090
Esther,Orange,Orange,Strawberry,Tangerine,20,2000-10-03,Tue,2091
Pauline,Banana,Pineapple,Strawberry,Guava,9,2000-10-03,Tue,2092
Pauline,Papaya,Strawberry,Pineapple,Papaya,10,2000-10-03,Tue,2093
Sam,Apple,Papaya,Pineapple,Guava,10,2000-10-03,Tue,2094
Hauwa,Papaya,Tangerine,Orange,Pineapple,21,2000-10-03,Tue,2095
Pauline,Apple,Orange,Strawberry,Apple,9,2000-10-03,Tue,2096
Hauwa,Apple,Strawberry,Orange,Tangerine,7,2000-10-03,Tue,2097
Philip,Watermelon,Pineapple,Strawberry,Apple,9,2000-10-03,Tue,2098
Juliet,Orange,Strawberry,Orange,Guava,17,2000-10-03,Tue,2099
Jerry,Watermelon,Apple,Orange,Guava,11,2000-10-03,Tue,2100
Jerry,Apple,Papaya,Strawberry,Papaya,13,2000-10-03,Tue,2101
Esther,Banana,Tangerine,Tangerine,Tangerine,7,2000-10-03,Tue,2102
Philip,Pineapple,Banana,Pineapple,Tangerine,10,2000-10-03,Tue,2103
Jerry,Apple,Apple,Orange,Tangerine,9,2000-10-03,Tue,2104
Hauwa,Watermelon,Apple,Pineapple,Apple,8,2000-10-03,Tue,2105
Ralph,Pineapple,Orange,Tangerine,Apple,20,2000-10-03,Tue,2106
Pauline,Watermelon,Papaya,Tangerine,Pawpaw,5,2000-10-03,Tue,2107
Hauwa,Orange,Tangerine,Orange,Pineapple,21,2000-10-03,Tue,2108
Ralph,Watermelon,Apple,Strawberry,Tangerine,5,2000-10-03,Tue,2109
Sam,Orange,Papaya,Orange,Papaya,11,2000-10-03,Tue,2110
Juliet,Orange,Papaya,Pineapple,Orange,17,2000-10-03,Tue,2111
Sam,Papaya,Pineapple,Tangerine,Guava,8,2000-10-03,Tue,2112
Juliet,Apple,Orange,Tangerine,Orange,5,2000-10-03,Tue,2113
Esther,Apple,Banana,Orange,Tangerine,21,2000-10-03,Tue,2114
Sam,Banana,Pineapple,Pineapple,Tangerine,10,2000-10-03,Tue,2115
Pauline,Papaya,Orange,Strawberry,Papaya,4,2000-10-03,Tue,2116
Juliet,Banana,Tangerine,Pineapple,Orange,10,2000-10-03,Tue,2117
Ralph,Orange,Pineapple,Strawberry,Orange,20,2000-10-03,Tue,2118
Jamie,Apple,Tangerine,Pineapple,Guava,9,2000-10-03,Tue,2119
Juliet,Papaya,Apple,Pineapple,Apple,11,2000-10-04,Wed,2120
Jerry,Orange,Apple,Pineapple,Pineapple,8,2000-10-04,Wed,2121
Juliet,Pineapple,Tangerine,Orange,Pineapple,8,2000-10-04,Wed,2122
Juliet,Orange,Apple,Tangerine,Apple,6,2000-10-04,Wed,2123
Pauline,Orange,Strawberry,Orange,Papaya,21,2000-10-04,Wed,2124
Ralph,Orange,Banana,Strawberry,Pawpaw,9,2000-10-04,Wed,2125
Juliet,Apple,Tangerine,Tangerine,Apple,21,2000-10-04,Wed,2126
Ralph,Apple,Strawberry,Tangerine,Pineapple,8,2000-10-04,Wed,2127
Ralph,Banana,Apple,Orange,Papaya,17,2000-10-04,Wed,2128
Ralph,Pineapple,Pineapple,Pineapple,Papaya,5,2000-10-04,Wed,2129
Esther,Papaya,Pineapple,Pineapple,Apple,13,2000-10-04,Wed,2130
Jamie,Apple,Apple,Strawberry,Tangerine,4,2000-10-04,Wed,2131
Hauwa,Banana,Papaya,Orange,Apple,8,2000-10-04,Wed,2132
Jerry,Banana,Strawberry,Tangerine,Pineapple,9,2000-10-04,Wed,2133
Esther,Apple,Pineapple,Orange,Tangerine,10,2000-10-04,Wed,2134
Sam,Orange,Papaya,Orange,Tangerine,4,2000-10-04,Wed,2135
Jamie,Banana,Tangerine,Pineapple,Tangerine,10,2000-10-04,Wed,2136
Philip,Orange,Banana,Orange,Guava,11,2000-10-04,Wed,2137
Sam,Orange,Banana,Pineapple,Guava,5,2000-10-04,Wed,2138
Jamie,Banana,Papaya,Orange,Orange,21,2000-10-04,Wed,2139
Jamie,Watermelon,Apple,Strawberry,Papaya,7,2000-10-04,Wed,2140
Juliet,Orange,Strawberry,Strawberry,Tangerine,4,2000-10-04,Wed,2141
Jerry,Apple,Pineapple,Pineapple,Papaya,20,2000-10-04,Wed,2142
Jerry,Pineapple,Orange,Pineapple,Pineapple,9,2000-10-04,Wed,2143
Philip,Orange,Pineapple,Pineapple,Apple,7,2000-10-04,Wed,2144
Esther,Papaya,Tangerine,Strawberry,Pineapple,7,2000-10-04,Wed,2145
Esther,Apple,Papaya,Orange,Pineapple,4,2000-10-04,Wed,2146
Jerry,Apple,Papaya,Orange,Guava,20,2000-10-04,Wed,2147
Hauwa,Orange,Apple,Pineapple,Pawpaw,11,2000-10-04,Wed,2148
Pauline,Watermelon,Pineapple,Orange,Guava,8,2000-10-04,Wed,2149
Pauline,Apple,Tangerine,Strawberry,Orange,17,2000-10-04,Wed,2150
Sam,Banana,Apple,Strawberry,Papaya,5,2000-10-04,Wed,2151
Ralph,Pineapple,Strawberry,Orange,Guava,8,2000-10-04,Wed,2152
Jerry,Pineapple,Orange,Tangerine,Papaya,5,2000-10-04,Wed,2153
Ralph,Banana,Apple,Orange,Orange,17,2000-10-04,Wed,2154
Esther,Pineapple,Strawberry,Strawberry,Guava,13,2000-10-04,Wed,2155
Philip,Banana,Strawberry,Orange,Guava,8,2000-10-04,Wed,2156
Ralph,Banana,Apple,Pineapple,Guava,10,2000-10-04,Wed,2157
Sam,Banana,Orange,Tangerine,Tangerine,20,2000-10-04,Wed,2158
Sam,Banana,Apple,Orange,Tangerine,8,2000-10-04,Wed,2159
Pauline,Watermelon,Orange,Strawberry,Papaya,20,2000-10-04,Wed,2160
Pauline,Orange,Pineapple,Orange,Papaya,8,2000-10-04,Wed,2161
Jamie,Orange,Apple,Pineapple,Tangerine,8,2000-10-04,Wed,2162
Pauline,Apple,Papaya,Pineapple,Papaya,8,2000-10-04,Wed,2163
Esther,Apple,Apple,Orange,Apple,10,2000-10-04,Wed,2164
Hauwa,Pineapple,Apple,Strawberry,Guava,9,2000-10-04,Wed,2165
Juliet,Papaya,Apple,Orange,Apple,8,2000-10-04,Wed,2166
Jamie,Apple,Strawberry,Pineapple,Papaya,7,2000-10-04,Wed,2167
Jamie,Orange,Strawberry,Strawberry,Orange,4,2000-10-04,Wed,2168
Ralph,Orange,Strawberry,Pineapple,Pawpaw,7,2000-10-05,Thu,2169
Jerry,Apple,Orange,Pineapple,Pineapple,8,2000-10-05,Thu,2170
Ralph,Watermelon,Orange,Pineapple,Pineapple,7,2000-10-05,Thu,2171
Philip,Orange,Papaya,Tangerine,Guava,8,2000-10-05,Thu,2172
Esther,Pineapple,Strawberry,Tangerine,Apple,5,2000-10-05,Thu,2173
Hauwa,Apple,Tangerine,Strawberry,Orange,17,2000-10-05,Thu,2174
Philip,Banana,Orange,Tangerine,Orange,20,2000-10-05,Thu,2175
Sam,Orange,Orange,Strawberry,Tangerine,7,2000-10-05,Thu,2176
Pauline,Papaya,Apple,Strawberry,Orange,6,2000-10-05,Thu,2177
Sam,Apple,Pineapple,Strawberry,Orange,8,2000-10-05,Thu,2178
Juliet,Banana,Orange,Orange,Guava,11,2000-10-05,Thu,2179
Philip,Banana,Banana,Tangerine,Pineapple,11,2000-10-05,Thu,2180
Jamie,Pineapple,Orange,Strawberry,Apple,8,2000-10-05,Thu,2181
Jerry,Papaya,Papaya,Pineapple,Guava,4,2000-10-05,Thu,2182
Esther,Banana,Apple,Orange,Pineapple,5,2000-10-05,Thu,2183
Hauwa,Watermelon,Papaya,Strawberry,Tangerine,20,2000-10-05,Thu,2184
Juliet,Pineapple,Orange,Pineapple,Guava,20,2000-10-05,Thu,2185
Juliet,Apple,Pineapple,Orange,Guava,4,2000-10-05,Thu,2186
Esther,Orange,Strawberry,Tangerine,Guava,21,2000-10-05,Thu,2187
Jerry,Watermelon,Strawberry,Strawberry,Papaya,7,2000-10-05,Thu,2188
Esther,Watermelon,Apple,Orange,Pawpaw,9,2000-10-05,Thu,2189
Jerry,Banana,Pineapple,Orange,Pawpaw,8,2000-10-05,Thu,2190
Ralph,Banana,Pineapple,Pineapple,Pineapple,21,2000-10-05,Thu,2191
Philip,Papaya,Apple,Orange,Pawpaw,20,2000-10-05,Thu,2192
Ralph,Apple,Orange,Strawberry,Papaya,9,2000-10-05,Thu,2193
Sam,Apple,Pineapple,Tangerine,Papaya,9,2000-10-05,Thu,2194
Sam,Pineapple,Papaya,Pineapple,Pineapple,13,2000-10-05,Thu,2195
Pauline,Apple,Orange,Strawberry,Papaya,8,2000-10-05,Thu,2196
Juliet,Apple,Banana,Tangerine,Tangerine,7,2000-10-05,Thu,2197
Pauline,Banana,Orange,Pineapple,Tangerine,21,2000-10-05,Thu,2198
Jerry,Pineapple,Pineapple,Tangerine,Papaya,9,2000-10-05,Thu,2199
Hauwa,Banana,Strawberry,Pineapple,Apple,10,2000-10-05,Thu,2200
Pauline,Apple,Apple,Pineapple,Pawpaw,13,2000-10-05,Thu,2201
Ralph,Orange,Apple,Strawberry,Tangerine,20,2000-10-05,Thu,2202
Philip,Pineapple,Pineapple,Pineapple,Papaya,5,2000-10-05,Thu,2203
Philip,Banana,Banana,Pineapple,Apple,20,2000-10-05,Thu,2204
Ralph,Orange,Orange,Strawberry,Papaya,8,2000-10-05,Thu,2205
Ralph,Watermelon,Orange,Orange,Apple,6,2000-10-05,Thu,2206
Esther,Apple,Banana,Pineapple,Papaya,9,2000-10-05,Thu,2207
Juliet,Apple,Banana,Strawberry,Papaya,5,2000-10-05,Thu,2208
Ralph,Pineapple,Banana,Tangerine,Pineapple,8,2000-10-05,Thu,2209
Sam,Orange,Tangerine,Strawberry,Pawpaw,8,2000-10-05,Thu,2210
Sam,Orange,Pineapple,Strawberry,Papaya,20,2000-10-05,Thu,2211
Sam,Watermelon,Banana,Orange,Orange,11,2000-10-05,Thu,2212
Hauwa,Pineapple,Papaya,Tangerine,Apple,8,2000-10-05,Thu,2213
Pauline,Apple,Orange,Strawberry,Guava,5,2000-10-05,Thu,2214
Pauline,Orange,Papaya,Pineapple,Guava,20,2000-10-05,Thu,2215
Sam,Watermelon,Banana,Orange,Pawpaw,8,2000-10-05,Thu,2216
Jamie,Watermelon,Apple,Orange,Tangerine,17,2000-10-05,Thu,2217
Ralph,Watermelon,Banana,Pineapple,Papaya,10,2000-10-05,Thu,2218
Jamie,Orange,Apple,Tangerine,Pineapple,8,2000-10-05,Thu,2219
Ralph,Orange,Banana,Pineapple,Orange,6,2000-10-05,Thu,2220
Sam,Banana,Banana,Strawberry,Papaya,8,2000-10-05,Thu,2221
Pauline,Apple,Orange,Orange,Papaya,17,2000-10-06,Fri,2222
Pauline,Apple,Pineapple,Pineapple,Guava,5,2000-10-06,Fri,2223
Hauwa,Orange,Papaya,Orange,Guava,6,2000-10-06,Fri,2224
Juliet,Watermelon,Strawberry,Orange,Tangerine,8,2000-10-06,Fri,2225
Philip,Apple,Orange,Tangerine,Papaya,8,2000-10-06,Fri,2226
Juliet,Orange,Strawberry,Strawberry,Papaya,10,2000-10-06,Fri,2227
Jerry,Watermelon,Orange,Strawberry,Papaya,13,2000-10-06,Fri,2228
Esther,Apple,Pineapple,Pineapple,Papaya,10,2000-10-06,Fri,2229
Philip,Apple,Apple,Strawberry,Papaya,20,2000-10-06,Fri,2230
Hauwa,Orange,Tangerine,Orange,Orange,11,2000-10-06,Fri,2231
Pauline,Pineapple,Banana,Orange,Pineapple,7,2000-10-06,Fri,2232
Juliet,Banana,Apple,Pineapple,Pineapple,8,2000-10-06,Fri,2233
Esther,Apple,Orange,Pineapple,Orange,13,2000-10-06,Fri,2234
Juliet,Pineapple,Strawberry,Tangerine,Pawpaw,21,2000-10-06,Fri,2235
Sam,Watermelon,Banana,Tangerine,Pawpaw,11,2000-10-06,Fri,2236
Ralph,Apple,Orange,Strawberry,Pineapple,13,2000-10-06,Fri,2237
Sam,Orange,Strawberry,Pineapple,Papaya,6,2000-10-06,Fri,2238
Esther,Orange,Banana,Orange,Pawpaw,8,2000-10-06,Fri,2239
Jamie,Orange,Papaya,Tangerine,Guava,8,2000-10-06,Fri,2240
Esther,Pineapple,Papaya,Orange,Apple,21,2000-10-06,Fri,2241
Ralph,Watermelon,Strawberry,Pineapple,Pawpaw,10,2000-10-06,Fri,2242
Sam,Orange,Apple,Strawberry,Papaya,10,2000-10-06,Fri,2243
Hauwa,Apple,Apple,Orange,Papaya,8,2000-10-06,Fri,2244
Juliet,Orange,Pineapple,Orange,Tangerine,5,2000-10-06,Fri,2245
Philip,Watermelon,Tangerine,Orange,Pawpaw,7,2000-10-06,Fri,2246
Pauline,Orange,Orange,Pineapple,Papaya,7,2000-10-06,Fri,2247
Hauwa,Orange,Strawberry,Pineapple,Papaya,8,2000-10-06,Fri,2248
Hauwa,Watermelon,Strawberry,Tangerine,Orange,10,2000-10-06,Fri,2249
Jerry,Orange,Orange,Tangerine,Guava,11,2000-10-06,Fri,2250
Sam,Orange,Orange,Orange,Papaya,5,2000-10-06,Fri,2251
Jamie,Apple,Tangerine,Tangerine,Papaya,8,2000-10-06,Fri,2252
Esther,Pineapple,Apple,Orange,Guava,9,2000-10-06,Fri,2253
Sam,Apple,Papaya,Orange,Orange,17,2000-10-06,Fri,2254
Hauwa,Orange,Papaya,Orange,Orange,5,2000-10-06,Fri,2255
Esther,Apple,Apple,Tangerine,Orange,11,2000-10-06,Fri,2256
Philip,Papaya,Tangerine,Orange,Orange,8,2000-10-06,Fri,2257
Philip,Banana,Strawberry,Strawberry,Pineapple,20,2000-10-06,Fri,2258
Esther,Orange,Strawberry,Strawberry,Pineapple,10,2000-10-06,Fri,2259
Juliet,Papaya,Apple,Pineapple,Guava,11,2000-10-06,Fri,2260
Jerry,Pineapple,Banana,Tangerine,Orange,8,2000-10-06,Fri,2261
Esther,Papaya,Banana,Orange,Papaya,11,2000-10-06,Fri,2262
Jamie,Papaya,Banana,Orange,Pineapple,10,2000-10-06,Fri,2263
Juliet,Watermelon,Apple,Tangerine,Orange,20,2000-10-06,Fri,2264
Hauwa,Watermelon,Strawberry,Tangerine,Papaya,20,2000-10-06,Fri,2265
Jamie,Orange,Banana,Tangerine,Apple,7,2000-10-07,Sat,2266
Ralph,Papaya,Banana,Strawberry,Apple,20,2000-10-07,Sat,2267
Pauline,Orange,Pineapple,Orange,Papaya,8,2000-10-07,Sat,2268
Sam,Watermelon,Papaya,Orange,Orange,9,2000-10-07,Sat,2269
Philip,Watermelon,Apple,Tangerine,Tangerine,8,2000-10-07,Sat,2270
Pauline,Papaya,Tangerine,Pineapple,Papaya,10,2000-10-07,Sat,2271
Hauwa,Apple,Tangerine,Pineapple,Pineapple,6,2000-10-07,Sat,2272
Juliet,Apple,Pineapple,Orange,Orange,8,2000-10-07,Sat,2273
Pauline,Apple,Tangerine,Tangerine,Papaya,17,2000-10-07,Sat,2274
Ralph,Orange,Papaya,Orange,Guava,21,2000-10-07,Sat,2275
Ralph,Orange,Apple,Tangerine,Pineapple,20,2000-10-07,Sat,2276
Hauwa,Pineapple,Orange,Tangerine,Pawpaw,5,2000-10-07,Sat,2277
Hauwa,Orange,Pineapple,Pineapple,Apple,13,2000-10-07,Sat,2278
Jamie,Pineapple,Apple,Strawberry,Guava,10,2000-10-07,Sat,2279
Jerry,Orange,Banana,Pineapple,Apple,21,2000-10-07,Sat,2280
Pauline,Apple,Pineapple,Orange,Guava,8,2000-10-07,Sat,2281
Sam,Pineapple,Apple,Tangerine,Guava,10,2000-10-07,Sat,2282
Sam,Orange,Apple,Pineapple,Guava,21,2000-10-07,Sat,2283
Sam,Apple,Apple,Pineapple,Papaya,10,2000-10-07,Sat,2284
Philip,Apple,Tangerine,Strawberry,Apple,8,2000-10-07,Sat,2285
Philip,Apple,Banana,Pineapple,Orange,10,2000-10-07,Sat,2286
Jerry,Orange,Papaya,Strawberry,Pawpaw,6,2000-10-07,Sat,2287
Juliet,Pineapple,Banana,Pineapple,Guava,6,2000-10-07,Sat,2288
Jamie,Banana,Apple,Pineapple,Tangerine,17,2000-10-07,Sat,2289
Hauwa,Pineapple,Apple,Strawberry,Pawpaw,7,2000-10-07,Sat,2290
Sam,Watermelon,Apple,Orange,Pineapple,6,2000-10-07,Sat,2291
Juliet,Orange,Apple,Orange,Papaya,20,2000-10-07,Sat,2292
Hauwa,Apple,Strawberry,Pineapple,Guava,20,2000-10-07,Sat,2293
Jerry,Apple,Apple,Tangerine,Guava,10,2000-10-07,Sat,2294
Philip,Orange,Orange,Tangerine,Guava,21,2000-10-07,Sat,2295
Esther,Apple,Pineapple,Strawberry,Apple,8,2000-10-07,Sat,2296
Ralph,Watermelon,Papaya,Pineapple,Guava,8,2000-10-07,Sat,2297
Esther,Apple,Tangerine,Strawberry,Papaya,10,2000-10-07,Sat,2298
Pauline,Apple,Tangerine,Pineapple,Papaya,7,2000-10-07,Sat,2299
Philip,Watermelon,Apple,Orange,Papaya,8,2000-10-07,Sat,2300
Jerry,Watermelon,Orange,Orange,Papaya,20,2000-10-07,Sat,2301
Ralph,Orange,Apple,Pineapple,Pawpaw,10,2000-10-07,Sat,2302
Ralph,Banana,Pineapple,Tangerine,Papaya,8,2000-10-07,Sat,2303
Hauwa,Pineapple,Banana,Orange,Apple,20,2000-10-07,Sat,2304
Esther,Watermelon,Apple,Pineapple,Tangerine,20,2000-10-07,Sat,2305
Philip,Apple,Tangerine,Strawberry,Pineapple,4,2000-10-07,Sat,2306
Jerry,Orange,Pineapple,Pineapple,Papaya,20,2000-10-07,Sat,2307
Philip,Apple,Strawberry,Orange,Pineapple,13,2000-10-07,Sat,2308
Jerry,Orange,Strawberry,Pineapple,Orange,13,2000-10-07,Sat,2309
Jerry,Orange,Tangerine,Orange,Tangerine,4,2000-10-07,Sat,2310
Philip,Watermelon,Apple,Pineapple,Guava,17,2000-10-07,Sat,2311
Jerry,Banana,Tangerine,Pineapple,Papaya,5,2000-10-07,Sat,2312
Pauline,Orange,Papaya,Pineapple,Papaya,4,2000-10-07,Sat,2313
Jamie,Orange,Papaya,Orange,Papaya,7,2000-11-01,Wed,2314
Jerry,Orange,Pineapple,Strawberry,Papaya,9,2000-11-01,Wed,2315
Hauwa,Papaya,Papaya,Orange,Pawpaw,13,2000-11-01,Wed,2316
Jamie,Watermelon,Apple,Tangerine,Orange,8,2000-11-01,Wed,2317
Esther,Banana,Tangerine,Tangerine,Papaya,13,2000-11-01,Wed,2318
Jerry,Watermelon,Banana,Tangerine,Guava,11,2000-11-01,Wed,2319
Juliet,Apple,Orange,Orange,Orange,7,2000-11-01,Wed,2320
Sam,Apple,Apple,Strawberry,Apple,10,2000-11-01,Wed,2321
Esther,Papaya,Apple,Strawberry,Papaya,4,2000-11-01,Wed,2322
Hauwa,Pineapple,Banana,Pineapple,Orange,9,2000-11-01,Wed,2323
Esther,Orange,Apple,Strawberry,Tangerine,7,2000-11-01,Wed,2324
Pauline,Apple,Apple,Pineapple,Apple,5,2000-11-01,Wed,2325
Sam,Orange,Banana,Tangerine,Pawpaw,20,2000-11-01,Wed,2326
Hauwa,Watermelon,Banana,Tangerine,Apple,4,2000-11-01,Wed,2327
Juliet,Apple,Apple,Pineapple,Papaya,7,2000-11-01,Wed,2328
Sam,Watermelon,Pineapple,Strawberry,Pawpaw,9,2000-11-01,Wed,2329
Juliet,Watermelon,Apple,Orange,Papaya,17,2000-11-01,Wed,2330
Pauline,Orange,Tangerine,Orange,Pineapple,13,2000-11-01,Wed,2331
Philip,Apple,Pineapple,Strawberry,Papaya,9,2000-11-01,Wed,2332
Sam,Banana,Tangerine,Tangerine,Apple,10,2000-11-01,Wed,2333
Jamie,Watermelon,Apple,Pineapple,Pawpaw,20,2000-11-01,Wed,2334
Hauwa,Watermelon,Pineapple,Tangerine,Orange,17,2000-11-01,Wed,2335
Juliet,Orange,Strawberry,Strawberry,Pawpaw,10,2000-11-01,Wed,2336
Sam,Orange,Strawberry,Pineapple,Guava,8,2000-11-01,Wed,2337
Juliet,Orange,Papaya,Pineapple,Pawpaw,8,2000-11-01,Wed,2338
Jamie,Papaya,Banana,Strawberry,Papaya,10,2000-11-01,Wed,2339
Sam,Pineapple,Apple,Orange,Guava,8,2000-11-01,Wed,2340
Ralph,Watermelon,Pineapple,Tangerine,Pineapple,4,2000-11-01,Wed,2341
Hauwa,Banana,Orange,Tangerine,Pineapple,13,2000-11-01,Wed,2342
Jamie,Watermelon,Pineapple,Pineapple,Orange,7,2000-11-01,Wed,2343
Pauline,Watermelon,Orange,Strawberry,Pineapple,10,2000-11-01,Wed,2344
Esther,Pineapple,Orange,Strawberry,Papaya,4,2000-11-01,Wed,2345
Jerry,Pineapple,Banana,Tangerine,Tangerine,20,2000-11-01,Wed,2346
Jerry,Orange,Apple,Pineapple,Papaya,6,2000-11-01,Wed,2347
Philip,Papaya,Strawberry,Tangerine,Tangerine,9,2000-11-01,Wed,2348
Hauwa,Apple,Papaya,Pineapple,Pawpaw,20,2000-11-01,Wed,2349
Sam,Papaya,Strawberry,Orange,Pawpaw,5,2000-11-01,Wed,2350
Jerry,Pineapple,Pineapple,Pineapple,Pineapple,20,2000-11-01,Wed,2351
Esther,Watermelon,Papaya,Pineapple,Papaya,4,2000-11-01,Wed,2352
Philip,Orange,Pineapple,Pineapple,Papaya,20,2000-11-01,Wed,2353
Sam,Apple,Strawberry,Strawberry,Orange,8,2000-11-01,Wed,2354
Sam,Watermelon,Apple,Tangerine,Orange,8,2000-11-01,Wed,2355
Ralph,Watermelon,Orange,Tangerine,Tangerine,13,2000-11-01,Wed,2356
Juliet,Banana,Tangerine,Strawberry,Orange,13,2000-11-01,Wed,2357
Sam,Papaya,Pineapple,Pineapple,Papaya,13,2000-11-01,Wed,2358
Sam,Banana,Apple,Strawberry,Papaya,13,2000-11-02,Thu,2359
Juliet,Orange,Tangerine,Pineapple,Tangerine,17,2000-11-02,Thu,2360
Pauline,Banana,Apple,Tangerine,Pineapple,5,2000-11-02,Thu,2361
Jamie,Orange,Tangerine,Tangerine,Apple,9,2000-11-02,Thu,2362
